20190812,XYZ,17571540,17590999,17341718,17387127,17387127,2849400,-5
20190813,XYZ,17399175,17655870,17307432,17583586,17583586,3287600,-5
20190814,XYZ,17409370,17432537,17137847,17162868,17162868,3879700,-5
20190815,XYZ,17160089,17266658,17070199,17224957,17224957,2504400,-5
20190816,XYZ,17328745,17472383,17320405,17395467,17395467,1777500,-5
20190819,XYZ,17499259,17633630,17499259,17514085,17514085,1930600,-5
20190820,XYZ,17532621,17536328,17307434,17325041,17325041,1784100,-5
20190821,XYZ,17506673,17597488,17399176,17440877,17440877,1571200,-5
20190822,XYZ,17481651,17573392,17400101,17447363,17447363,1460400,-5
20190823,XYZ,17383422,17441802,16938608,17007184,17007184,3583900,-5
20190826,XYZ,17144335,17167503,16969190,17046106,17046106,1599400,-5
20190827,XYZ,17158234,17204569,17075758,17155454,17155454,3493500,-5
20190828,XYZ,17087805,17314844,17050736,17302797,17302797,1479100,-5
20190829,XYZ,17434390,17574322,17421417,17499260,17499260,1737300,-5
20190830,XYZ,17564127,17609536,17451070,17559493,17559493,1726100,-5
20190903,XYZ,17496478,17501110,17355620,17426976,17426976,1593400,-5
20190904,XYZ,17576175,17642896,17524279,17632703,17632703,1013400,-5
20190905,XYZ,17816190,18131265,17793022,18063617,18063617,3777100,-5
20190906,XYZ,18114583,18115509,18016354,18026547,18026547,1342300,-5
20190909,XYZ,18028402,18253589,18016356,18214668,18214668,2992100,-5
20190910,XYZ,18251736,18479703,18248029,18441708,18441708,3745200,-5
20190911,XYZ,18423175,18448195,18224862,18307338,18307338,2635200,-5
20190912,XYZ,18347185,18348111,18147946,18309190,18309190,1270900,-5
20190913,XYZ,18374059,18404639,18275828,18313823,18313823,972100,-5
20190916,XYZ,18210960,18311043,18184086,18203546,18203546,694000,-5
20190917,XYZ,18203546,18203546,18034888,18177599,18177599,1698700,-5
20190918,XYZ,18163697,18186865,18020986,18179451,18179451,749100,-5
20190919,XYZ,18201694,18439854,18200766,18248955,18248955,1855400,-5
20190920,XYZ,18274901,18328650,18142385,18147945,18147945,3958900,-5
20190923,XYZ,18084004,18179453,18025621,18165553,18165553,583400,-5
20190924,XYZ,18205399,18241540,18072883,18129410,18129410,1997100,-5
20190925,XYZ,18134970,18310115,18053420,18266560,18266560,1292200,-5
20190926,XYZ,18267487,18333283,18104390,18302702,18302702,1075300,-5
20190927,XYZ,18382398,18445412,18194279,18273975,18273975,1122300,-5
20190930,XYZ,18319382,18582564,18319382,18475993,18475993,2753900,-5
20191001,XYZ,18491750,18654849,18301777,18312898,18312898,1726300,-5
20191002,XYZ,18176671,18184084,18026547,18130336,18130336,2106300,-5
20191003,XYZ,18123849,18165551,17897735,18160918,18160918,1694300,-5
20191004,XYZ,18164625,18257295,18069176,18250809,18250809,1179100,-5
20191007,XYZ,18183159,18223934,18086783,18092343,18092343,1192000,-5
20191008,XYZ,17995969,18017283,17811556,17823604,17823604,1990900,-5
20191009,XYZ,17952412,18004306,17861595,17943144,17943144,1386300,-5
20191010,XYZ,17952413,18138679,17932952,18078444,18078444,1359200,-5
20191011,XYZ,18230421,18390739,18215594,18229494,18229494,1762300,-5
20191014,XYZ,18187791,18198911,18096049,18162770,18162770,1075000,-5
20191015,XYZ,18209105,18318456,18141457,18251733,18251733,1791000,-5
20191016,XYZ,18204474,18247102,18102538,18169260,18169260,4098100,-5
20191017,XYZ,17510377,17603047,17316699,17441801,17441801,14525300,-5
20191018,XYZ,17438097,17463118,17255538,17426049,17426049,5943000,-5
20191021,XYZ,17288898,17334307,17130433,17286118,17286118,5071600,-5
20191022,XYZ,17283338,17422342,17196228,17414002,17414002,2927100,-5
20191023,XYZ,17373229,17470532,17297239,17452924,17452924,2376400,-5
20191024,XYZ,17494626,17516867,17352841,17424197,17424197,1364000,-5
20191025,XYZ,17428828,17596559,17426975,17551152,17551152,1344600,-5
20191028,XYZ,17603047,17661429,17552079,17600267,17600267,1991600,-5
20191029,XYZ,17549301,17563202,17365816,17401031,17401031,2926200,-5
20191030,XYZ,17401957,17536327,17343574,17533547,17533547,1018500,-5
20191031,XYZ,17520573,17533547,17346354,17392689,17392689,2177600,-5
20191101,XYZ,17464044,17562273,17426049,17559493,17559493,1855300,-5
20191104,XYZ,17625290,17764294,17624362,17757806,17757806,2100900,-5
20191105,XYZ,17769853,17858815,17754099,17778193,17778193,1780500,-5
20191106,XYZ,17788387,17860669,17746686,17860669,17860669,3242800,-5
20191107,XYZ,17927242,18046323,17900051,17910365,17910365,2839300,-5
20191108,XYZ,17900050,17902863,17766905,17902863,17902863,1043900,-5
20191111,XYZ,17864420,17864420,17658140,17702209,17702209,1333500,-5
20191112,XYZ,17739714,17813788,17660015,17713460,17713460,1812000,-5
20191113,XYZ,17694707,17712522,17550311,17609381,17609381,1683900,-5
20191114,XYZ,17576564,17595317,17501553,17564375,17564375,2996800,-5
20191115,XYZ,17600944,17669392,17567189,17601881,17601881,2028000,-5
20191118,XYZ,17592505,17609382,17492177,17593443,17593443,1975900,-5
20191119,XYZ,17646889,17693771,17607508,17613134,17613134,1760500,-5
20191120,XYZ,17570001,17607507,17447170,17489364,17489364,2903700,-5
20191121,XYZ,17508116,17580315,17468736,17549373,17549373,2110800,-5
20191122,XYZ,17582190,17625321,17525931,17596254,17596254,2063000,-5
20191125,XYZ,17608443,17751902,17597192,17749089,17749089,1355600,-5
20191126,XYZ,17765967,17765967,17636573,17666577,17666577,2558700,-5
20191127,XYZ,17690957,17724712,17528744,17542809,17542809,2046400,-5
20191129,XYZ,17526870,17613133,17473424,17606569,17606569,590800,-5
20191202,XYZ,17606569,17611258,17421854,17462173,17462173,1832600,-5
20191203,XYZ,17376847,17418103,17254016,17388098,17388098,2408000,-5
20191204,XYZ,17457484,17534370,17373097,17375910,17375910,2295500,-5
20191205,XYZ,17469673,17493114,17342154,17368407,17368407,2360900,-5
20191206,XYZ,17447169,17554060,17442481,17491238,17491238,2203000,-5
20191209,XYZ,17503429,17619695,17494989,17556873,17556873,1734000,-5
20191210,XYZ,17556874,17643136,17523118,17555936,17555936,2245900,-5
20191211,XYZ,17574690,17612195,17533434,17541872,17541872,2718800,-5
20191212,XYZ,17536245,17720023,17532495,17688144,17688144,3589600,-5
20191213,XYZ,17634699,17705022,17565313,17584067,17584067,1300500,-5
20191216,XYZ,17652513,17700333,17550311,17576565,17576565,1814700,-5
20191217,XYZ,17590629,17629072,17513743,17585003,17585003,1672700,-5
20191218,XYZ,17615944,17658138,17578438,17602818,17602818,1867300,-5
20191219,XYZ,17607508,17632824,17582192,17616884,17616884,2632000,-5
20191220,XYZ,17727525,17791284,17653451,17713460,17713460,5877300,-5
20191223,XYZ,17731274,17765967,17658139,17709709,17709709,1568700,-5
20191224,XYZ,17715336,17716273,17621572,17656264,17656264,-999,-5
20191226,XYZ,17656264,17687207,17625322,17649702,17649702,-999,-5
20191227,XYZ,17658138,17728461,17645948,17683455,17683455,1517700,-5
20191230,XYZ,17676892,17686269,17423730,17452796,17452796,2884400,-5
20191231,XYZ,17426541,17575626,17414352,17568124,17568124,2543000,-5
20200102,XYZ,17658140,17744402,17636574,17697520,17697520,-999,-5
20200103,XYZ,17524057,17645012,17523118,17596254,17596254,-999,-5
20200106,XYZ,17509992,17586879,17489364,17573753,17573753,1191000,-5
20200107,XYZ,17535309,17654389,17508116,17582191,17582191,1856300,-5
20200108,XYZ,17612194,17738776,17556874,17687206,17687206,3111500,-5
20200109,XYZ,17727525,17825976,17687206,17821289,17821289,2496100,-5
20200110,XYZ,17845667,17927241,17780969,17816600,17816600,2020900,-5
20200113,XYZ,17703147,17811913,17664705,17808163,17808163,2296500,-5
20200114,XYZ,17778156,17858794,17709709,17735026,17735026,2446500,-5
20200115,XYZ,17751902,17945056,17724712,17810036,17810036,2811400,-5
20200116,XYZ,17875673,17957248,17846605,17937556,17937556,3086400,-5
20200117,XYZ,17802536,17970374,17766906,17968498,17968498,4388800,-5
20200121,XYZ,17921617,18066015,17901928,18049136,18049136,6009600,-5
20200122,XYZ,18438256,18669852,18366057,18491701,18491701,15235900,-5
20200123,XYZ,18520768,18540459,18328552,18396062,18396062,4423300,-5
20200124,XYZ,18444819,18494513,18170091,18179466,18179466,4345700,-5
20200127,XYZ,17986313,18133524,17948808,17997565,17997565,2932100,-5
20200128,XYZ,18080077,18171028,18009754,18084766,18084766,2217100,-5
20200129,XYZ,18049136,18087579,17901927,17910365,17910365,1819300,-5
20200130,XYZ,17823163,17842854,17655326,17824101,17824101,3823400,-5
20200131,XYZ,18398874,18201032,18476698,18476698,18476698,-999,-5
20200203,XYZ,18525457,18809562,18492639,18714861,18714861,7653000,-5
20200204,XYZ,18856443,19006466,18772056,18981149,18981149,4386500,-5
20200205,XYZ,19084290,19762203,19078663,19658125,19658125,13152300,-5
20200206,XYZ,19704071,19885034,19572800,19698444,19698444,7166000,-5
20200207,XYZ,19642545,19736340,19488114,19534538,19534538,5188900,-5
20200210,XYZ,19492851,19632124,19361158,19631175,19631175,4005300,-5
20200211,XYZ,19696547,19706022,19470111,19541168,19541168,2600600,-5
20200212,XYZ,19566752,19742027,19544961,19714551,19714551,3203300,-5
20200213,XYZ,19625490,19669073,19534538,19619806,19619806,2586200,-5
20200214,XYZ,19630229,19643493,19189674,19277785,19277785,4864700,-5
20200218,XYZ,19191567,19342209,19177356,19315681,19315681,2108500,-5
20200219,XYZ,19357367,19390528,19240834,19292943,19292943,1498400,-5
20200220,XYZ,19288204,19364946,19165038,19327049,19327049,1646000,-5
20200221,XYZ,19309996,19309996,19101561,19196304,19196304,2302400,-5
20200224,XYZ,18786067,19026715,18773751,18873230,18873230,4217900,-5
20200225,XYZ,18880811,18933868,18383410,18426045,18426045,4977000,-5
20200226,XYZ,18538787,18648690,18226136,18240347,18240347,4173400,-5
20200227,XYZ,18002544,18139921,17601779,17611254,17611254,7186600,-5
20200228,XYZ,17314707,17419872,16971737,17330813,17330813,11777700,-5
20200302,XYZ,17387661,17737263,17122380,17723999,17723999,7296900,-5
20200303,XYZ,17741051,17894536,17108168,17212385,17212385,6661600,-5
20200304,XYZ,17466297,17722104,17221860,17716419,17716419,3761900,-5
20200305,XYZ,17363973,17533563,17169750,17273968,17273968,4211700,-5
20200306,XYZ,17003950,17158382,16797410,17101536,17101536,6958800,-5
20200309,XYZ,16384331,16597502,16111470,16161684,16161684,9523000,-5
20200310,XYZ,16632557,16831518,15967461,16821096,16821096,10176200,-5
20200311,XYZ,16464862,16613608,16026201,16176842,16176842,7212000,-5
20200312,XYZ,15388580,15402792,14690324,14740537,14740537,11278200,-5
20200313,XYZ,15296680,15342157,14551051,15227517,15227517,11267600,-5
20200316,XYZ,14284823,15176356,14000594,14387146,14387146,9333500,-5
20200317,XYZ,14532103,15175408,14199554,15104351,15104351,8023800,-5
20200318,XYZ,14418411,15130879,14417464,14810648,14810648,7538000,-5
20200319,XYZ,14695061,14823912,14307561,14506522,14506522,7162000,-5
20200320,XYZ,14561473,14568105,13973118,14037543,14037543,9312000,-5
20200323,XYZ,13962696,14260190,13579934,13978802,13978802,8494900,-5
20200324,XYZ,14473362,15046558,14404200,14993502,14993502,6739400,-5
20200325,XYZ,14993502,15656703,14742432,15028556,15028556,7419500,-5
20200326,XYZ,15128984,15720181,15002028,15695547,15695547,5919000,-5
20200327,XYZ,15287205,15563855,15199094,15235096,15235096,5188500,-5
20200330,XYZ,15240781,15749551,15214253,15699338,15699338,4330000,-5
20200331,XYZ,15611227,15782712,15437847,15509852,15509852,5108800,-5
20200401,XYZ,15076876,15414161,14902548,14961289,14961289,4878400,-5
20200402,XYZ,14983080,15452058,14961288,15421740,15421740,5094200,-5
20200403,XYZ,15319418,15428372,14940445,15074980,15074980,3304300,-5
20200406,XYZ,15454900,15955144,15434057,15878402,15878402,5799700,-5
20200407,XYZ,16255480,16328432,15883139,15889771,15889771,4360800,-5
20200408,XYZ,16019569,16365381,15902088,16301904,16301904,3924100,-5
20200409,XYZ,16414649,16645821,16385278,16511286,16511286,4342300,-5
20200413,XYZ,16523602,16539709,16183475,16478126,16478126,3885200,-5
20200414,XYZ,16696982,16859940,16617398,16739616,16739616,3854200,-5
20200415,XYZ,16285797,16387172,16062203,16245058,16245058,4402800,-5
20200416,XYZ,16275375,16345485,15840504,15964618,15964618,5223100,-5
20200417,XYZ,16302851,16406121,16172105,16380540,16380540,3731500,-5
20200420,XYZ,16288640,16640136,16192949,16408016,16408016,6947200,-5
20200421,XYZ,15800713,16099154,15616911,16062204,16062204,13114500,-5
20200422,XYZ,16356855,16400436,16137051,16303798,16303798,5853400,-5
20200423,XYZ,16328432,16656243,16285797,16497074,16497074,5647100,-5
20200424,XYZ,16597502,16842886,16441176,16816358,16816358,3752800,-5
20200427,XYZ,16895943,17031426,16887417,16930051,16930051,3689300,-5
20200428,XYZ,17129958,17146064,16878889,16963210,16963210,3543600,-5
20200429,XYZ,17210490,17251229,17082587,17192489,17192489,4023100,-5
20200430,XYZ,16986895,17057953,16863730,16895942,16895942,5401300,-5
20200501,XYZ,16671402,16697930,16500864,16546341,16546341,3691000,-5
20200504,XYZ,16446860,16555815,16311378,16528339,16528339,2783400,-5
20200505,XYZ,16690349,16778461,16603186,16613608,16613608,2664900,-5
20200506,XYZ,16676138,16752880,16597502,16669506,16669506,2630100,-5
20200507,XYZ,16807767,16834651,16603257,16639743,16639743,3178100,-5
20200508,XYZ,16778002,16831770,16623420,16808727,16808727,3769400,-5
20200511,XYZ,16695430,16852892,16585974,16770320,16770320,2300800,-5
20200512,XYZ,16810646,16936424,16546609,16546609,16546609,3550000,-5
20200513,XYZ,16516845,16520686,16027175,16111668,16111668,4648300,-5
20200514,XYZ,16000291,16242245,15735293,16228803,16228803,4024900,-5
20200515,XYZ,16130869,16271049,16065580,16231684,16231684,3551800,-5
20200518,XYZ,16510124,16748238,16497643,16671427,16671427,2973100,-5
20200519,XYZ,16635901,16729994,16535087,16549489,16549489,2006600,-5
20200520,XYZ,16610938,16758799,16579253,16654144,16654144,2606200,-5
20200521,XYZ,16616699,16686789,16422751,16437154,16437154,2766400,-5
20200522,XYZ,16461157,16470758,16290252,16367063,16367063,2946300,-5
20200526,XYZ,16646463,16773201,16618619,16690630,16690630,4234800,-5
20200527,XYZ,16899940,17081405,16854813,17053561,17053561,4493000,-5
20200528,XYZ,17181260,17190861,16926823,16956587,16956587,2680800,-5
20200529,XYZ,16874016,17014196,16736717,16992113,16992113,6696000,-5
20200601,XYZ,16967149,17073724,16908580,16991152,16991152,1637200,-5
20200602,XYZ,17066043,17097728,16969070,17097728,17097728,1743600,-5
20200603,XYZ,17208144,17443378,17193742,17390570,17390570,2683200,-5
20200604,XYZ,17268632,17380968,17195662,17375208,17375208,2630300,-5
20200605,XYZ,17855275,17887920,17649806,17679570,17679570,4658200,-5
20200608,XYZ,17699733,18046343,17699733,18033861,18033861,4136000,-5
20200609,XYZ,17819752,17827433,17579717,17661328,17661328,4159100,-5
20200610,XYZ,17688212,17695893,17462581,17469301,17469301,3500300,-5
20200611,XYZ,17100608,17107329,16314256,16330579,16330579,10529100,-5
20200612,XYZ,16641662,16821208,16452515,16705032,16705032,4985800,-5
20200615,XYZ,16443874,16749197,16357461,16680067,16680067,3914600,-5
20200616,XYZ,17001713,17241748,16825048,17016116,17016116,4372200,-5
20200617,XYZ,17081406,17121731,16848092,16920103,16920103,1922300,-5
20200618,XYZ,16809686,16944106,16745357,16921062,16921062,1630900,-5
20200619,XYZ,17114049,17176458,16737676,16758799,16758799,6864500,-5
20200622,XYZ,16725195,16761680,16572533,16624380,16624380,3539000,-5
20200623,XYZ,16714633,16800086,16447715,16464998,16464998,5398100,-5
20200624,XYZ,16360342,16360342,16126068,16177916,16177916,5516500,-5
20200625,XYZ,16210561,16445794,16147192,16428512,16428512,4896100,-5
20200626,XYZ,16354582,16424671,16162554,16251847,16251847,9515600,-5
20200629,XYZ,16327698,16500522,16269129,16497642,16497642,2925000,-5
20200630,XYZ,16443875,16636862,16425632,16595576,16595576,2685000,-5
20200701,XYZ,16547568,16639742,16365143,16381465,16381465,3421300,-5
20200702,XYZ,16491881,16657984,16450595,16492841,16492841,2512500,-5
20200706,XYZ,-999,-999,-999,16539888,16539888,2810900,-5
20200707,XYZ,16425631,16474599,16265289,16289292,16289292,3043600,-5
20200708,XYZ,16335378,16391067,16183677,16301774,16301774,3958300,-5
20200709,XYZ,16329618,16329618,16060779,16109747,16109747,3528500,-5
20200710,XYZ,16089584,16384346,16069422,16363223,16363223,3051200,-5
20200713,XYZ,16500521,16616698,16392987,16444833,16444833,3416200,-5
20200714,XYZ,16389147,16607097,16321937,16579253,16579253,3299900,-5
20200715,XYZ,16752078,16901859,16728075,16809686,16809686,3238900,-5
20200716,XYZ,16778962,16951787,16729035,16906660,16906660,3096400,-5
20200717,XYZ,16943146,17062203,16828889,17012276,17012276,2750100,-5
20200720,XYZ,17104449,17200463,17015156,17133253,17133253,8693200,-5
20200721,XYZ,17593159,17690132,17078525,17103488,17103488,14130400,-5
20200722,XYZ,17088126,17430895,17078525,17354084,17354084,6960900,-5
20200723,XYZ,17395370,17421293,17208143,17225426,17225426,2985600,-5
20200724,XYZ,17143814,17256150,17049720,17077564,17077564,2296600,-5
20200727,XYZ,16988272,17128452,16973870,17117890,17117890,2498900,-5
20200728,XYZ,17080445,17130372,16920103,16950827,16950827,2943700,-5
20200729,XYZ,16959467,17096767,16912421,17032438,17032438,1598300,-5
20200730,XYZ,16877856,16896099,16679108,16800085,16800085,2753600,-5
20200731,XYZ,16781843,16808726,16626300,16803926,16803926,4043200,-5
20200803,XYZ,16857694,16945066,16728075,16935464,16935464,2291600,-5
20200804,XYZ,16888418,17084286,16888418,17082365,17082365,2231600,-5
20200805,XYZ,17167818,17169738,16964268,17044920,17044920,2440900,-5
20200806,XYZ,17001713,17122691,17001713,17109249,17109249,2182600,-5
20200807,XYZ,17012951,17165666,16984742,17154966,17154966,2416500,-5
20200810,XYZ,17199710,17376743,17176366,17364098,17364098,2733800,-5
20200811,XYZ,17524596,17690929,17315464,17329082,17329082,3766700,-5
20200812,XYZ,17412734,17430243,17244455,17324217,17324217,2295700,-5
20200813,XYZ,17252237,17294064,17136485,17161775,17161775,1936800,-5
20200814,XYZ,17081041,17213329,17052833,17185120,17185120,1728900,-5
20200817,XYZ,17183175,17216246,17101467,17104385,17104385,2125600,-5
20200818,XYZ,17158858,17207493,17084932,17151076,17151076,1647900,-5
20200819,XYZ,17142322,17207494,17012952,17046024,17046024,2509400,-5
20200820,XYZ,16983769,17065477,16945834,16978906,16978906,1326700,-5
20200821,XYZ,16965288,17011006,16897198,16979879,16979879,2150600,-5
20200824,XYZ,17041160,17261964,16999333,17225002,17225002,2836300,-5
20200825,XYZ,17256129,17335891,17109250,17123840,17123840,1743200,-5
20200826,XYZ,17153993,17170530,17056722,17078122,17078122,2153800,-5
20200827,XYZ,17119949,17168585,17059642,17124813,17124813,2188200,-5
20200828,XYZ,17154966,17188039,17082986,17165666,17165666,1865100,-5
20200831,XYZ,17183175,17183175,16967234,16994469,16994469,3593400,-5
20200901,XYZ,16949725,17056723,16881636,17003224,17003224,1920800,-5
20200902,XYZ,17034351,17518760,17020733,17468179,17468179,5357900,-5
20200903,XYZ,17469152,17640348,17027542,17105358,17105358,4482300,-5
